종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"348210","넥스틴","KOSDAQ GLOBAL","우량기업부","48400","-1900","-3.78","49550","50200","48000","60580","2951417175","507087042000","10477005"
"092790","넥스틸","KOSPI",,"12230","-340","-2.70","12500","12660","12230","240078","2968127820","318004460000","26002000"
"225570","넥슨게임즈","KOSDAQ","우량기업부","13900","-490","-3.41","14380","14400","13870","169572","2371289650","915456418600","65860174"
"205500","넥써쓰","KOSDAQ","중견기업부","3150","-135","-4.11","3285","3285","3135","213960","680762955","186335200800","59154032"
"217270","넵튠","KOSDAQ","중견기업부","6050","-60","-0.98","6200","6210","6000","54084","326938365","282750640150","46735643"
"251270","넷마블","KOSPI",,"62200","-1700","-2.66","64200","64500","62000","130981","8225372900","5346307824400","85953502"
"317860","노드메이슨","KONEX","일반기업부","5200","-200","-3.70","5200","5200","5200","10","52000","23468718000","4513215"
"104620","노랑풍선","KOSDAQ","중견기업부","6430","70","1.10","6370","6500","6140","322070","2032287780","108091849360","16810552"
"090350","노루페인트","KOSPI",,"8990","-160","-1.75","9240","9340","8930","110989","1008033740","179800000000","20000000"
"090355","노루페인트우","KOSPI",,"13350","-340","-2.48","13990","13990","13160","1507","20425710","6182732100","463126"
"000320","노루홀딩스","KOSPI",,"26050","-700","-2.62","29000","29850","25550","168816","4530991650","346234483550","13291151"
"000325","노루홀딩스우","KOSPI",,"32750","-150","-0.46","35500","35500","32550","2209","74726050","7976557250","243559"
"473980","노머스","KOSDAQ","기술성장기업부","33450","-850","-2.48","34400","34400","33100","101501","3409600475","367325220900","10981322"
"194700","노바렉스","KOSDAQ","우량기업부","19800","-800","-3.88","20450","20650","19600","139643","2782964110","371345990400","18754848"
"285490","노바텍","KOSDAQ","벤처기업부","18480","-310","-1.65","18950","18950","18400","29835","552943900","195441356880","10575831"
"145170","노브랜드","KOSDAQ","중견기업부","5650","905","19.07","5550","6090","5250","6161231","35438472470","95532488250","16908405"
"229500","노브메타파마","KONEX","일반기업부","15790","10","0.06","16290","16290","15650","2032","32090730","191460744970","12125443"
"106520","노블엠앤비","KOSDAQ","투자주의환기종목(소속부없음)","411","0","0.00","0","0","0","0","0","15904036272","38695952"
"376930","노을","KOSDAQ","기술성장기업부","2840","-120","-4.05","2920","2940","2730","2135443","6076144871","104929650400","36947060"
"006280","녹십자","KOSPI",,"131700","-5200","-3.80","136800","136800","131100","37370","4964190250","1539117054600","11686538"
"142280","녹십자엠에스","KOSDAQ","중견기업부","3985","-95","-2.33","4085","4085","3955","89238","355485967","86641575110","21741926"
"234690","녹십자웰빙","KOSDAQ","우량기업부","9360","-390","-4.00","9790","9790","9350","44762","423570080","166161303360","17752276"
"005250","녹십자홀딩스","KOSPI",,"15650","-620","-3.81","16100","16130","15610","54315","857036265","735991486500","47028210"
"005257","녹십자홀딩스2우","KOSPI",,"27000","-300","-1.10","27300","27750","26900","1232","33841700","22841730000","845990"
"004370","농심","KOSPI",,"437000","-7000","-1.58","444000","446500","436000","41163","18083769500","2658114554000","6082642"
"072710","농심홀딩스","KOSPI",,"100200","-2900","-2.81","103000","103100","99900","81829","8262359850","464706558000","4637790"
"054050","농우바이오","KOSDAQ","우량기업부","8650","-100","-1.14","8750","8750","8600","39563","341815475","138664352650","16030561"
"069140","누리플랜","KOSDAQ","중견기업부","2690","-75","-2.71","2760","2765","2620","122613","330399301","35246378670","13102743"
"040160","누리플렉스","KOSDAQ","중견기업부","4025","-65","-1.59","4090","4090","3905","28614","114097470","48523528375","12055535"
"332290","누보","KOSDAQ","벤처기업부","1293","6","0.47","1309","1393","1280","3244030","4331694434","49536469524","38311268"
"348340","뉴로메카","KOSDAQ","기술성장기업부","25100","-900","-3.46","26500","26600","25000","83362","2134766225","284862083700","11349087"
"380550","뉴로핏","KOSDAQ","기술성장기업부","19380","-1520","-7.27","20650","21500","19310","1991506","40016020960","223918206060","11554087"
"060260","뉴보텍","KOSDAQ","벤처기업부","1505","-10","-0.66","1515","1522","1500","73707","111184800","20335573545","13512009"
"463020","뉴엔AI","KOSDAQ","기술성장기업부","26150","-1850","-6.61","27750","27750","25800","328910","8701703650","232191080000","8879200"
"123840","뉴온","KOSDAQ","관리종목(소속부없음)","1130","-8","-0.70","1138","1150","1123","9565","10851935","41984366910","37154307"
"012340","뉴인텍","KOSDAQ","벤처기업부","487","-10","-2.01","497","497","487","28234","13856118","25132346994","51606462"
"462310","뉴키즈온","KOSDAQ","중견기업부","7100","290","4.26","6830","7740","6820","1120883","8295791715","56104200000","7902000"
"270870","뉴트리","KOSDAQ","우량기업부","5260","-60","-1.13","5290","5320","5250","22306","117649595","48393178240","9200224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","5270","-200","-3.66","5430","5450","5260","167492","891867840","230260128480","43692624"
"085670","뉴프렉스","KOSDAQ","우량기업부","5050","-230","-4.36","5210","5220","4990","221323","1123927305","123476343050","24450761"
"064260","다날","KOSDAQ","중견기업부","10540","40","0.38","10230","10800","9990","16053871","166917472570","726722881600","68949040"
"340360","다보링크","KOSDAQ","중견기업부","1644","-40","-2.38","1550","1690","1545","890121","1449053662","72256938396","43951909"
"039560","다산네트웍스","KOSDAQ","중견기업부","3000","-60","-1.96","3060","3075","2975","158825","478965575","118841943000","39613981"
"154040","다산솔루에타","KOSDAQ","중견기업부","1136","-51","-4.30","1188","1190","1110","66303","75509091","20391306784","17950094"
"058730","다스코","KOSPI",,"2845","-25","-0.87","2860","2870","2825","21521","61250400","53477297145","18796941"
"030210","다올투자증권","KOSPI",,"3600","35","0.98","3555","3690","3535","126663","456183078","219279981600","60911106"
"023590","다우기술","KOSPI",,"36050","-950","-2.57","37100","37100","35700","53946","1951912525","1617441542850","44866617"
"032190","다우데이타","KOSDAQ","우량기업부","17820","340","1.95","17550","17820","17200","108940","1896141845","682506000000","38300000"
"323350","다원넥스뷰","KOSDAQ","기술성장기업부","6520","170","2.68","6290","6630","6050","33530","209277065","52230233440","8010772"
"068240","다원시스","KOSDAQ","벤처기업부","5070","-110","-2.12","5190","5190","5040","354309","1800243865","193488625590","38163437"
"145210","다이나믹디자인","KOSPI",,"633","-9","-1.40","642","642","621","56174","35362482","22985642223","36312231"
"483650","달바글로벌","KOSPI",,"160000","-1800","-1.11","163500","163600","158500","80355","12891156750","1970226400000","12313915"
"464580","닷밀","KOSDAQ","기술성장기업부","2730","-60","-2.15","2775","2835","2720","59298","162554725","50121396780","18359486"
"019680","대교","KOSPI",,"2115","-45","-2.08","2140","2145","2100","77884","164738910","179146527750","84702850"
"019685","대교우B","KOSPI",,"1250","-8","-0.64","1243","1255","1243","2625","3270301","24283737500","19426990"
"006370","대구백화점","KOSPI",,"6460","-110","-1.67","6480","6530","6390","13877","89580620","69907607060","10821611"
"008060","대덕","KOSPI",,"8400","-290","-3.34","8670","8680","8370","142840","1209695640","284677260000","33890150"
"00806K","대덕1우","KOSPI",,"8510","90","1.07","8700","8720","8330","2886","24243570","10317158070","1212357"
"353200","대덕전자","KOSPI",,"26600","-2500","-8.59","28400","28600","26450","1656602","45160700150","1314490205000","49416925"
"35320K","대덕전자1우","KOSPI",,"9350","-240","-2.50","9500","9500","9290","1658","15521550","19593102650","2095519"
"000490","대동","KOSPI",,"9410","-260","-2.69","9670","9670","9380","162609","1539266360","248354911780","26392658"
"178600","대동고려삼","KONEX","일반기업부","2195","245","12.56","1951","2235","1951","4","8576","9766872000","4449600"
"020400","대동금속","KOSDAQ","중견기업부","5850","-10","-0.17","5870","6020","5850","8663","51117705","18656621100","3189166"
"008830","대동기어","KOSDAQ","중견기업부","14920","-320","-2.10","15200","15210","14830","35194","527302030","134093798400","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","3395","-100","-2.86","3465","3470","3395","37784","129446960","33950000000","10000000"
"008110","대동전자","KOSPI",,"15040","0","0.00","0","0","0","0","0","157776322880","10490447"
"004780","대륙제관","KOSDAQ","우량기업부","3715","-20","-0.54","3735","3735","3685","15527","57545877","59080384285","15903199"
"005750","대림바스","KOSPI",,"4495","-110","-2.39","4605","4650","4465","32733","148900850","74941718800","16672240"
"017650","대림제지","KOSDAQ","우량기업부","7280","-80","-1.09","7370","7370","7180","1661","12055880","65520000000","9000000"
"006570","대림통상","KOSPI",,"2570","-20","-0.77","2575","2620","2560","2418","6207420","39128250000","15225000"
"389260","대명에너지","KOSDAQ","우량기업부","22600","-1100","-4.64","23500","23500","22450","28317","643872700","404908945000","17916325"
"317850","대모","KOSDAQ","벤처기업부","6710","-110","-1.61","6820","6870","6670","45261","304135740","55856858200","8324420"
"290670","대보마그네틱","KOSDAQ","중견기업부","14610","-590","-3.88","15160","15160","14600","13791","203958200","114800412600","7857660"
"078140","대봉엘에스","KOSDAQ","우량기업부","13060","-170","-1.28","13300","13300","13020","25114","328532500","144790721740","11086579"
"065150","대산F&B","KOSDAQ","관리종목(소속부없음)","145","0","0.00","0","0","0","0","0","23110448725","159382405"
"001680","대상","KOSPI",,"21750","-250","-1.14","21950","22000","21600","92419","2010816825","753594543750","34648025"
"001685","대상우","KOSPI",,"16820","-120","-0.71","16940","16940","16710","3664","61433020","23047150860","1370223"
"084690","대상홀딩스","KOSPI",,"9020","-210","-2.28","9310","9310","8980","94548","856282690","326637092760","36212538"
"084695","대상홀딩스우","KOSPI",,"12250","-180","-1.45","12440","12500","12250","2512","31066260","11190154500","913482"
"036480","대성미생물","KOSDAQ","중견기업부","7640","-60","-0.78","7700","7700","7560","5723","43749860","29032000000","3800000"
"128820","대성산업","KOSPI",,"4335","80","1.88","4305","4365","4095","272982","1153249810","196095797130","45235478"
"117580","대성에너지","KOSPI",,"8110","-50","-0.61","8240","8250","8110","28255","229863140","223025000000","27500000"
"027830","대성창투","KOSDAQ","벤처기업부","1660","-32","-1.89","1685","1690","1650","219059","363405702","89640000000","54000000"
"104040","대성파인텍","KOSDAQ","벤처기업부","959","-26","-2.64","990","990","944","571827","548149813","128571045134","134067826"
"129920","대성하이텍","KOSDAQ","벤처기업부","3970","-150","-3.64","4150","4150","3900","112589","445999439","54448760410","13715053"
"016710","대성홀딩스","KOSPI",,"8410","-70","-0.83","8500","8500","8340","24760","207809445","135312350190","16089459"
"457630","대신밸런스제16호스팩","KOSDAQ","SPAC(소속부없음)","2150","0","0.00","0","0","0","0","0","15716500000","7310000"
"471050","대신밸런스제17호스팩","KOSDAQ","SPAC(소속부없음)","2160","0","0.00","2155","2160","2155","39","84220","13089600000","6060000"
"478780","대신밸런스제18호스팩","KOSDAQ","SPAC(소속부없음)","2255","-45","-1.96","2300","2330","2250","142051","322919640","17837050000","7910000"
"482690","대신밸런스제19호스팩","KOSDAQ","SPAC(소속부없음)","2110","5","0.24","2100","2110","2100","13137","27643765","11847650000","5615000"
"0030R0","대신밸류리츠","KOSPI",,"4375","-25","-0.57","4390","4410","4350","71204","311166309","261537500000","59780000"
"020180","대신정보통신","KOSDAQ","중견기업부","993","-8","-0.80","1001","1001","982","248671","246304051","38159912595","38428915"
"003540","대신증권","KOSPI",,"26150","0","0.00","26350","26550","25900","178920","4678199700","1327724410000","50773400"
"003547","대신증권2우B","KOSPI",,"19250","-240","-1.23","19490","19520","19250","67870","1312649910","192500000000","10000000"
"003545","대신증권우","KOSPI",,"20400","-400","-1.92","20800","20950","20350","76988","1579498575","530400000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","4420","-25","-0.56","4445","4565","4390","737292","3289575591","311492326340","70473377"
"009190","대양금속","KOSPI",,"1600","10","0.63","1571","1600","1560","118447","187315876","69108200000","43192625"
"108380","대양전기공업","KOSDAQ","우량기업부","26300","-800","-2.95","27000","27300","26050","68308","1811558900","251620857900","9567333"
"014160","대영포장","KOSPI",,"1135","-25","-2.16","1169","1169","1126","773652","878932170","123027813115","108394549"
"047040","대우건설","KOSPI",,"3565","-65","-1.79","3610","3640","3550","1043769","3732997775","1481694704470","415622638"
"003090","대웅","KOSPI",,"22050","-700","-3.08","22200","22600","21800","125585","2764020100","1282030659000","58141980"
"069620","대웅제약","KOSPI",,"132900","-4200","-3.06","135600","135600","131700","29213","3889443750","1539855817500","11586575"
"007680","대원","KOSDAQ","중견기업부","4825","125","2.66","4745","4870","4390","11928","55216012","64879237050","13446474"
"000430","대원강업","KOSPI",,"3750","-85","-2.22","3835","4075","3720","146223","554955890","232500000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","8740","-180","-2.02","8920","8990","8730","47191","416123655","109939988040","12578946"
"005710","대원산업","KOSDAQ","우량기업부","11010","0","0.00","11000","11010","10700","29150","316075280","220613976000","20037600"
"006340","대원전선","KOSPI",,"2905","-90","-3.01","2990","2995","2885","852044","2489392165","217814503375","74979175"
"006345","대원전선우","KOSPI",,"3600","-60","-1.64","3680","3680","3590","9951","35991050","9436320000","2621200"
"003220","대원제약","KOSPI",,"13020","-110","-0.84","13110","13110","12980","25860","336621940","292007130660","22427583"
"024890","대원화성","KOSPI",,"855","0","0.00","855","900","850","31138","26681860","35268024960","41249152"
"002880","대유에이텍","KOSPI",,"1179","13","1.11","1162","1180","1143","112791","131192107","55111199580","46744020"
"120240","대정화금","KOSDAQ","우량기업부","12570","-60","-0.48","12580","12700","12520","13844","174274160","90383214870","7190391"
"003310","대주산업","KOSDAQ","우량기업부","1625","-14","-0.85","1630","1637","1605","154657","249252919","57512568750","35392350"
"114920","대주이엔티","KONEX","일반기업부","2380","195","8.92","2380","2380","2380","1057","2515660","8257410000","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","66800","-2000","-2.91","68700","68700","66500","98494","6613581300","1034103612400","15480593"
"393970","대진첨단소재","KOSDAQ","벤처기업부","6060","-350","-5.46","6400","6500","6030","279887","1726691890","89668729200","14796820"
"012800","대창","KOSPI",,"1280","-16","-1.23","1292","1304","1278","583604","749552674","116659838720","91140499"
"015230","대창단조","KOSPI",,"5930","-90","-1.50","6100","6100","5870","72547","431372710","169433323900","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","452","13","2.96","441","452","427","3296851","1435953717","83291762572","184273811"
"140520","대창스틸","KOSDAQ","우량기업부","2165","-55","-2.48","2235","2235","2155","15089","33231960","45701511095","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","4740","-60","-1.25","4785","4800","4675","18796","88400131","35334282600","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","1438","-42","-2.84","1480","1480","1406","3320583","4744442926","185424119358","128945841"
"054670","대한뉴팜","KOSDAQ","우량기업부","6810","-40","-0.58","6850","6890","6740","66697","452642070","97757005200","14354920"
"001070","대한방직","KOSPI",,"6390","-20","-0.31","6380","6580","6220","6764","43176480","33867000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","29850","50","0.17","29800","30000","29550","10108","301924800","179100000000","6000000"
"006650","대한유화","KOSPI",,"115700","-900","-0.77","115400","117400","114000","28875","3358372150","752050000000","6500000"
"001440","대한전선","KOSPI",,"15160","-370","-2.38","15580","15590","15080","781502","11882347205","2826541068000","186447300"
"084010","대한제강","KOSPI",,"15910","-90","-0.56","16000","16200","15810","11813","188182320","372523056270","23414397"
"001790","대한제당","KOSPI",,"2855","-50","-1.72","2895","2895","2840","276482","789884604","256083735900","89696580"
"001795","대한제당우","KOSPI",,"2460","-20","-0.81","2480","2480","2450","3300","8111600","15947589600","6482760"
"001130","대한제분","KOSPI",,"145900","-1500","-1.02","147300","147300","144500","1836","266631400","246571000000","1690000"
"439260","대한조선","KOSPI",,"78700","-1500","-1.87","79700","80200","78400","272747","21533152350","3032020754400","38526312"
"003490","대한항공","KOSPI",,"22700","-200","-0.87","22850","22900","22550","1165055","26386774700","8358609004700","368220661"
"003495","대한항공우","KOSPI",,"23050","-300","-1.28","23350","23350","22900","2799","64685200","25603801700","1110794"
"005880","대한해운","KOSPI",,"1715","-21","-1.21","1736","1739","1688","2116722","3613509394","553511688100","322747340"
"003830","대한화섬","KOSPI",,"114500","-1200","-1.04","114500","115500","110000","144","16438400","152056000000","1328000"
"016090","대현","KOSPI",,"1803","-12","-0.66","1820","1820","1780","147255","264814749","79841004930","44282310"
"069460","대호에이엘","KOSPI",,"1694","-6","-0.35","1700","1706","1648","520812","870917896","142433088644","84080926"
"021040","대호특수강","KOSDAQ","중견기업부","1328","-51","-3.70","1379","1379","1326","78480","105643658","28823939872","21704774"
"021045","대호특수강우","KOSDAQ","중견기업부","2850","-20","-0.70","2900","2900","2845","8443","24168205","2418202200","848492"
"067080","대화제약","KOSDAQ","중견기업부","17230","660","3.98","16700","17710","16400","2096001","36130081620","320764879500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","10080","-60","-0.59","10190","10190","9930","12845","128543030","149670420480","14848256"
"032860","더라미","KOSDAQ","중견기업부","1444","-18","-1.23","1462","1490","1405","221730","322582105","58331626172","40395863"
"214610","더바이오메드","KOSDAQ","투자주의환기종목(소속부없음)","4500","-130","-2.81","4630","4630","4220","31178","139551330","37724949000","8383322"
"475560","더본코리아","KOSPI",,"26000","-350","-1.33","26350","26400","25850","20009","520100075","384192640000","14776640"
"192080","더블유게임즈","KOSPI",,"52600","-800","-1.50","52600","53500","52200","39216","2069074950","1130684655600","21495906"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","6600","-360","-5.17","6910","6910","6550","230075","1535862855","223364750400","33843144"
"299170","더블유에스아이","KOSDAQ","중견기업부","1782","-35","-1.93","1793","1812","1750","488218","868478726","66970108260","37581430"
"012510","더존비즈온","KOSPI",,"90500","-100","-0.11","90900","92200","89600","251822","22868259150","2749641952000","30382784"
"462860","더즌","KOSDAQ","중견기업부","4985","-75","-1.48","4910","5240","4830","4876327","24434025664","357491343865","71713409"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","2935","50","1.73","2885","2995","2885","16154","47248905","15146719070","5160722"
"302920","더콘텐츠온","KONEX","일반기업부","3600","-95","-2.57","0","0","0","0","0","16388492400","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","380","0","0.00","0","0","0","0","0","4718944500","12418275"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","45000","-2150","-4.56","47200","47300","44550","223091","10135748750","1117403055000","24831179"
"317330","덕산테코피아","KOSDAQ","중견기업부","16480","-810","-4.68","17180","17300","16350","144747","2403501960","337454104320","20476584"
"077360","덕산하이메탈","KOSDAQ","우량기업부","5950","-340","-5.41","6200","6230","5810","1051567","6341325620","270350161900","45437002"
"004830","덕성","KOSPI",,"5220","-150","-2.79","5370","5380","5190","156470","824254270","81849600000","15680000"
"004835","덕성우","KOSPI",,"6860","-250","-3.52","7110","7330","6820","17727","122442920","9549120000","1392000"
"090410","덕신이피씨","KOSDAQ","우량기업부","1401","1","0.07","1400","1417","1389","126679","176945906","64563817095","46084095"
"263600","덕우전자","KOSDAQ","중견기업부","4470","-90","-1.97","4535","4655","4370","57454","255413485","71208485700","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","50600","-1800","-3.44","52500","52500","50000","64062","3242923550","617479390000","12203150"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","6060","160","2.71","5970","6180","5910","36380","221890030","83406991800","13763530"
"263800","데이타솔루션","KOSDAQ","중견기업부","5530","-150","-2.64","5770","5790","5470","412056","2294861595","89709761400","16222380"
"199150","데이터스트림즈","KONEX","일반기업부","2740","-160","-5.52","2800","2800","2600","8552","22631045","11695999620","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","5340","-120","-2.20","5460","5460","5270","38227","202661420","135698670240","25411736"
"261200","덴티스","KOSDAQ","우량기업부","5480","-50","-0.90","5550","5550","5470","33653","184679330","86637156000","15809700"
"145720","덴티움","KOSPI",,"56000","-1500","-2.61","57000","57100","55200","54166","3022376250","619854480000","11068830"
"227420","도부","KONEX","일반기업부","630","-66","-9.48","790","790","630","9","5830","23968041300","38044510"
"484120","도우인시스","KOSDAQ","중견기업부","29900","-1000","-3.24","31050","31050","29900","30149","909127875","321634957800","10757022"
"067990","도이치모터스","KOSDAQ","우량기업부","4665","-50","-1.06","4740","4740","4640","48883","228171380","136131930750","29181550"
"002150","도화엔지니어링","KOSPI",,"6170","-100","-1.59","6320","6320","6160","37642","233326150","208052400000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","5360","20","0.37","5370","5470","5290","537429","2881705010","152572357120","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","2370","-5","-0.21","2355","2405","2305","154056","357024052","135428910000","57143000"
"005160","동국산업","KOSDAQ","중견기업부","3005","-95","-3.06","3090","3090","2995","205131","619424980","163004668410","54244482"
"303810","동국생명과학","KOSDAQ","중견기업부","4060","-145","-3.45","4205","4205","4040","239123","979990559","129855608400","31984140"
"460850","동국씨엠","KOSPI",,"5450","-10","-0.18","5470","5470","5380","39384","213004095","162947675200","29898656"
"075970","동국알앤에스","KOSDAQ","중견기업부","2310","-30","-1.28","2340","2340","2295","40874","94351000","42504000000","18400000"
"460860","동국제강","KOSPI",,"9110","-70","-0.76","9150","9190","9030","119774","1088356735","451929034870","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","18470","-530","-2.79","18800","18800","18350","155992","2888007640","829002585450","44883735"
"001230","동국홀딩스","KOSPI",,"7370","-60","-0.81","7430","7440","7310","65728","483183345","234369559710","31800483"
"023450","동남합성","KOSPI",,"33950","50","0.15","34050","34050","33700","1040","35227700","118825000000","3500000"
"004140","동방","KOSPI",,"2925","-65","-2.17","2990","2995","2910","566676","1666185301","140317415550","47971766"
"240550","동방메디컬","KOSDAQ","벤처기업부","10850","-310","-2.78","11150","11160","10780","111487","1213654380","225791321000","20810260"
"099410","동방선기","KOSDAQ","벤처기업부","5010","-190","-3.65","5150","5220","4940","655550","3301796601","70140000000","14000000"
"007590","동방아그로","KOSPI",,"6180","-10","-0.16","6210","6210","6160","19447","120007550","84156625860","13617577"
"005960","동부건설","KOSPI",,"5800","-150","-2.52","5950","5980","5710","43798","254224320","133090645400","22946663"
"005965","동부건설우","KOSPI",,"18790","-80","-0.42","18890","18890","18790","198","3721480","4241504280","225732"
"026960","동서","KOSPI",,"27100","-400","-1.45","27300","27600","26900","62584","1694277775","2701870000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","KOSPI",,"4145","-45","-1.07","4170","4190","4120","65175","269656330","207982798695","50176791"
"033500","동성화인텍","KOSDAQ","우량기업부","29850","-150","-0.50","30650","30650","29500","150497","4504187225","895186395900","29989494"
"025950","동신건설","KOSDAQ","우량기업부","15740","-440","-2.72","16000","16180","15000","23503","371166680","132216000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"115900","0","0.00","116800","116900","113800","12898","1495008750","757572700600","6536434"
"170900","동아에스티","KOSPI",,"46500","-950","-2.00","47300","47300","46250","11498","535273600","434897992500","9352645"
"088130","동아엘텍","KOSDAQ","중견기업부","4185","-35","-0.83","4220","4275","4090","196009","813981796","73176039090","17485314"
"028100","동아지질","KOSPI",,"14840","-300","-1.98","15150","15290","14800","17204","256212330","198700209680","13389502"
"041930","동아화성","KOSDAQ","우량기업부","5980","-100","-1.64","6150","6150","5950","25422","152382140","94484000000","15800000"
"001520","동양","KOSPI",,"829","191","29.94","638","829","630","62520920","46846761693","197869088227","238684063"
"001527","동양2우B","KOSPI",,"9780","2250","29.88","7640","9780","7640","55329","528976190","3017804820","308569"
"084670","동양고속","KOSPI",,"8200","50","0.61","8150","8230","8140","2471","20178750","23743665800","2895569"
"082640","동양생명","KOSPI",,"8200","-30","-0.36","8180","8210","8030","139337","1132477575","1323140397000","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","1616","-70","-4.15","1678","1732","1591","285598","468503305","31835200000","19700000"
"001525","동양우","KOSPI",,"5260","1210","29.88","4050","5260","4050","64216","329279425","3249265060","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","20950","-650","-3.01","21500","21700","20700","54539","1145141725","164667000000","7860000"
"228340","동양파일","KOSDAQ","중견기업부","1849","0","0.00","1852","2200","1695","352390","662042039","36980000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2150","-30","-1.38","2180","2180","2140","22564","48692010","55538292600","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","17690","-410","-2.27","18000","18050","17670","110616","1967207280","369896767840","20909936"
"013120","동원개발","KOSDAQ","우량기업부","2650","-65","-2.39","2705","2725","2650","69787","186421632","240641465000","90808100"
"018500","동원금속","KOSPI",,"1299","-11","-0.84","1310","1310","1282","219153","282958411","60734657967","46754933"
"006040","동원산업","KOSPI",,"44350","-800","-1.77","45250","45800","44000","55253","2442353100","1957963179100","44147986"
"030720","동원수산","KOSPI",,"6390","0","0.00","6390","6420","6160","34838","220807860","29737813950","4653805"
"014820","동원시스템즈","KOSPI",,"27300","-550","-1.97","27550","27600","27100","32979","899155975","791461998600","28991282"
"014825","동원시스템즈우","KOSPI",,"17310","-160","-0.92","17310","17310","17310","20","346200","4571761410","264111"
"111380","동인기연","KOSPI",,"13800","-100","-0.72","13870","13970","13660","6519","89717470","84566400000","6128000"
"163560","동일고무벨트","KOSPI",,"6580","-60","-0.90","6580","6660","6550","17000","112208310","91462000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","8040","-30","-0.37","8070","8120","8040","1499","12072120","73164000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","12480","-520","-4.00","12830","13000","12340","15783","202153020","51400065600","4118595"
"004890","동일산업","KOSPI",,"39550","-100","-0.25","39550","39800","38900","3198","125465550","95917253250","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","2480","-160","-6.06","2550","2620","2410","1605895","4000492384","64826250160","26139617"
"002690","동일제강","KOSPI",,"1614","7","0.44","1607","1614","1590","7954","12740192","32764781040","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","40400","-1100","-2.65","40700","41150","39700","619931","24976772150","2077145557600","51414494"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","8920","-250","-2.73","9150","9150","8900","53058","476014425","450970982200","50557285"
"000020","동화약품","KOSPI",,"6350","-60","-0.94","6360","6430","6310","58386","370618715","177364834500","27931470"
"000150","두산","KOSPI",,"551000","-18000","-3.16","565000","567000","541000","129551","71269548000","9104633085000","16523835"
"000157","두산2우B","KOSPI",,"346000","-9500","-2.67","350000","354500","341000","2047","704932500","308991148000","893038"
"454910","두산로보틱스","KOSPI",,"66600","-2300","-3.34","69600","70100","65700","422461","28600073050","4317010668000","64819980"
"241560","두산밥캣","KOSPI",,"54400","-500","-0.91","54400","55200","53600","385825","20931034200","5214569936000","95856065"
"034020","두산에너빌리티","KOSPI",,"63100","-900","-1.41","63500","64300","62100","5541302","350411167100","40419408312600","640561146"
"000155","두산우","KOSPI",,"335500","-6500","-1.90","342000","342500","330000","18915","6323730250","1340813001000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","40000","-900","-2.20","40300","40550","39300","257980","10298195550","773089520000","19327238"
"336260","두산퓨얼셀","KOSPI",,"30200","1050","3.60","29750","30450","29150","1861383","55705213750","1977910525200","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"6820","-20","-0.29","6840","6860","6730","21309","145050360","91143844000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"11070","40","0.36","11030","11100","10870","5951","65199160","33058341000","2986300"
"016740","두올","KOSPI",,"3365","-5","-0.15","3370","3380","3310","49082","163576252","105341271160","31304984"
"073190","듀오백","KOSDAQ","중견기업부","1816","-29","-1.57","1841","1881","1815","47736","87397576","21733960640","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","9620","-330","-3.32","9970","9980","9600","52657","511605820","273739216400","28455220"
