날짜,시가,고가,저가,종가,거래량,등락률,ticker,name
2023-08-28,48550,48650,47800,48000,974367,-0.207900208,35720,카카오
2023-08-29,48000,48700,48000,48600,864728,1.25,35720,카카오
2023-08-30,49150,49400,48750,49000,888093,0.823045267,35720,카카오
2023-08-31,49000,49100,48100,48100,1699582,-1.836734694,35720,카카오
2023-09-01,47950,49300,47950,48950,1371351,1.767151767,35720,카카오
2023-09-04,48900,49450,48400,49100,1020561,0.306435138,35720,카카오
2023-09-05,49100,49350,48850,48900,676829,-0.407331976,35720,카카오
2023-09-06,49000,49200,48500,49050,830228,0.306748466,35720,카카오
2023-09-07,48700,49600,48600,48750,925935,-0.611620795,35720,카카오
2023-09-08,48650,48750,48000,48250,1116295,-1.025641026,35720,카카오
2023-09-11,48250,48350,47900,48250,1017094,0,35720,카카오
2023-09-12,48200,48750,48150,48400,1383694,0.310880829,35720,카카오
2023-09-13,48100,48150,47300,47800,1898035,-1.239669421,35720,카카오
2023-09-14,47850,48300,47450,48300,1687973,1.046025105,35720,카카오
2023-09-15,48100,48900,48100,48850,1695681,1.138716356,35720,카카오
2023-09-18,48550,49200,48450,48600,876697,-0.511770727,35720,카카오
2023-09-19,48600,48700,47800,47850,991657,-1.543209877,35720,카카오
2023-09-20,47850,47950,47050,47100,1245851,-1.567398119,35720,카카오
2023-09-21,46800,47150,45600,45650,2463267,-3.078556263,35720,카카오
2023-09-22,45100,45650,44800,45050,1395423,-1.314348302,35720,카카오
2023-09-25,44900,45250,44650,44800,1141723,-0.554938957,35720,카카오
2023-09-26,44650,44800,43400,43750,1875514,-2.34375,35720,카카오
2023-09-27,43150,44200,43150,43950,1134533,0.457142857,35720,카카오
2023-10-04,43050,43100,41600,41600,2511805,-5.34698521,35720,카카오
2023-10-05,41750,42400,40700,40850,1859309,-1.802884615,35720,카카오
2023-10-06,40600,42100,40600,42050,1130815,2.937576499,35720,카카오
2023-10-10,42100,42350,41200,41400,1273485,-1.545778835,35720,카카오
2023-10-11,41900,43200,41900,42650,1343809,3.019323671,35720,카카오
2023-10-12,42700,44000,42600,43650,1373599,2.344665885,35720,카카오
2023-10-13,43250,43650,43050,43200,589597,-1.030927835,35720,카카오
2023-10-16,43250,43900,42400,43150,941701,-0.115740741,35720,카카오
2023-10-17,43400,44050,42800,42800,1063385,-0.811123986,35720,카카오
2023-10-18,42400,42950,41800,41800,1389354,-2.336448598,35720,카카오
2023-10-19,41000,41400,40450,40500,1699061,-3.110047847,35720,카카오
